CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
10-02-2439-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO LICEO TECNICO DE ESTUDIOS AVANZADOS,CALLE DE LA ESTACION CANTON ICAN,78423685.0,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-2555-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A.AV. 2-27 ZONA 1,78684337.0,ERWIN RIGOBERTO AVILA,SERGIO AMÍLCAR DÍAZ AGUILAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-02-2602-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A. AVENIDA 2-27 ZONA 1,78684337.0,ERWIN RIGOBERTO AVILA,SERGIO AMÍLCAR DÍAZ AGUILAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-2707-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO LICEO TECNICO DE ESTUDIOS AVANZADOS,"CALLE DE LA ESTACION, CANTON ICAN",78423685.0,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-0001-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,CENTRO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,5A. C 2-66 ZONA 1,77650630.0,FREDY STUARDO QUIÑONEZ DE LON,WILIAM OTONIEL QUIXTAN CASTRO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-0012-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN FRANCISCO,COLONIA EL ROSARIO,41496910.0,FREDY STUARDO QUIÑONEZ DE LON,MAVIS DORANA SOLIS HERNANDEZ DE MORALES,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0020-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,ESCUELA PRIVADA DE CAFICULTURA LAS NUBES,FINCA LAS NUBES SAN FRANCISCO ZAPOTITLÁN SUCHITEPEQUEZ,37060046.0,FREDY STUARDO QUIÑONEZ DE LON,JULIO ELISEO VICENTE GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-0025-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478.0,FREDY STUARDO QUIÑONEZ DE LON,MELIDA BEATRIZ POROJ RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0026-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478.0,FREDY STUARDO QUIÑONEZ DE LON,MELIDA BEATRIZ POROJ RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0027-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,56225678.0,FREDY STUARDO QUIÑONEZ DE LON,MELIDA BEATRIZ POROJ RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0028-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478.0,FREDY STUARDO QUIÑONEZ DE LON,MELIDA BEATRIZ POROJ RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-0031-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO EL TRIUNFO,SAN FRANCISCO ZAPOTITLAN,79389424.0,FREDY STUARDO QUIÑONEZ DE LON,JUAN DE DIOS POLICARPIO MARÍN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0037-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL SEGUNDO CALLEJÓN LOTIFICACION EL PANORAMA, CANTÓN SAN JOSE",33670465.0,FREDY STUARDO QUIÑONEZ DE LON,FRANCISCO EVERARDO POL RAFAEL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0038-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"COLEGIO ""MONTE VERDE""",2A. AVENIDA 1-72 ZONA 0,55101636.0,FREDY STUARDO QUIÑONEZ DE LON,KARLA PAULINA RODRÍGUEZ MALDONADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-0040-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL, SEGUNDO CALLEJON LOTIFICACION EL PANORAMA, CANTON SAN JOSÉ",33670465.0,FREDY STUARDO QUIÑONEZ DE LON,FRANCISCO EVERARDO POL RAFAEL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-0042-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL, SEGUNDO CALLEJÓN, LOTIFICACIÓN EL PANORAMA, CANTON SAN JOSÉ",33670465.0,FREDY STUARDO QUIÑONEZ DE LON,FRANCISCO EVERARDO POL RAFAEL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-03-2319-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PRIVADO MIXTO EL TRIUNFO,5TA. CALLE 2-66 ZONA 1,,FREDY STUARDO QUIÑONEZ DE LON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-2496-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,5A. CALLE 2-66 ZONA 1,55655011.0,FREDY STUARDO QUIÑONEZ DE LON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-03-2498-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,5A. CALLE 2-66 ZONA 1,55655011.0,FREDY STUARDO QUIÑONEZ DE LON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-03-2524-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO ELEMENTAL SUPERIOR SAN FRANCISCO,1. CALLE 2-042 ZONA 1,55718744.0,FREDY STUARDO QUIÑONEZ DE LON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-04-0018-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,41704607.0,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-04-0019-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,32767248.0,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-04-0021-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,41704667.0,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-05-0019-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,51186264.0,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-05-0024-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,41240077.0,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-05-0028-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,41240077.0,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-0016-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTO DOMINGO,SANTO DOMINGO SUCHIPEQUEZ,41573558.0,YESICA KARINA GONON PEREZ,RENÉ ROLANDO IXCOY QUIÑONEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-0024-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMUNIDAD LA GUADALUPE,53291154.0,CLAUDIA TERESA SERECH GOMEZ,JOSÉ SANTIAGO GARCIA MONTEJO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-0039-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""TECNOLOGICO""",PARCELAMIENTO MONTERREY,42690270.0,YESICA KARINA GONON PEREZ,MARÍA GABRIELA MARTÍNEZ SIS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-06-0043-46,10-029,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"CENTRO EDUCATIVO PRIVADO ""MODALIDADES FLEXIBLES PARA LA EDUCACIÓN MEDIA LUPITA""",CALLE PRINCIPAL DE COMUNIDAD GUADALUPE,53566163.0,GLODY SUCELY OSORIO FIGUEROA DE MORALES,ERNESTO SALES PÉREZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-06-0044-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""TECNOLOGICO""",PARCELAMIENTO MONTERREY,42690270.0,YESICA KARINA GONON PEREZ,MARÍA GABRIELA MARTÍNEZ SIS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-06-2286-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO DE DIVERSIFICADO SHALEM,ENTRADA CANTON TARACENA,,YESICA KARINA GONON PEREZ,MIGUEL ENRIQUE DONIS CORNEJO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-2417-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO SHALEM,ENTRADA CANTON TARACENA,,YESICA KARINA GONON PEREZ,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-2446-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO PRIVADO MIXTO 'TECNOLOGIA Y DESARROLLO',1A. AVENIDA 5-75 ZONA 1,,YESICA KARINA GONON PEREZ,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-06-2709-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO CENTRO PEDAGOGICO GUADALUPE,PARCELAMIENTO CONRADO DE LA CRUZ,50515783.0,CLAUDIA TERESA SERECH GOMEZ,NORMA JUDITH CORADO GUERRA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-07-0009-46,10-004,SUCHITEPEQUEZ,SAN LORENZO,"COLEGIO PRIVADO MIXTO ""LICEO LORENZANO""",SAN LORENZO,52478870.0,HAROLDO GAMALIEL HIDALGO SANDOVAL,HAROLDO GAMALIEL HIDALGO SANDOVAL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-07-2509-46,10-004,SUCHITEPEQUEZ,SAN LORENZO,COLEGIO PRIVADO MIXTO LICEO LORENZANO,FRENTE A LA IGLESIA CATOLICA,,HAROLDO GAMALIEL HIDALGO SANDOVAL,HAROLDO GAMALIEL HIDALGO SANDOVAL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-08-0022-46,10-009,SUCHITEPEQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCION""","CANTON CONCEPCION, SECTOR LA MANCHURIA",51127345.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-08-0024-46,10-009,SUCHITEPEQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""","CANTON CONCEPCION, SECTOR LA MANCHURIA",51127345.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-08-0025-46,10-009,SUCHITEPEQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""","CANTON CONCEPCION, SECTOR LA MANCHURIA",51127345.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-08-0026-46,10-009,SUCHITEPEQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""","CANTON CONCEPCION, SECTOR LA MANCHURIA",51127345.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-08-0029-46,10-009,SUCHITEPEQUEZ,SAMAYAC,INSTITUTO DE EDUCACION AVANZADA,CANTON CALVARIO,42147633.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,SINDY CARLOTA MANCIO MÉNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-08-0031-46,10-009,SUCHITEPEQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCION""","CANTON COCCEPCION, SECTOR LA MANCHURIA",51127345.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-08-1959-46,10-009,SUCHITEPEQUEZ,SAMAYAC,INSTITUTO DE EDUCACION AVANZADA,CANTON CALVARIO,42147633.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,SINDY CARLOTA MANCIO MÉNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-08-2508-46,10-009,SUCHITEPEQUEZ,SAMAYAC,INSTITUTO DE EDUCACION AVANZADA,CANTON CALVARIO,78720971.0,PAULA ZUCELY QUIBAJA PEREZ DE TELON,SINDY CARLOTA MANCIO MÉNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-09-0009-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN PABLO JOCOPILAS,CALLE PRINCIPAL,54213331.0,ROSA SALQUIL SOLVAL,ALMA YADIRA CIFUENTES RODRIGUEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-09-0018-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA CHOCOLA,41719030.0,ROSA SALQUIL SOLVAL,LUCERO FIDELINA SAY MENCHÚ,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-09-0020-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,"INSTITUTO PARTICULAR MIXTO ""TECNOLOGICO""",1A. CALLE CENTRO HISTORICO ZONA 1,54415897.0,ROSA SALQUIL SOLVAL,MARVIN REYNALDO JERÉZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-09-0021-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,"INSTITUTO PARTICULAR MIXTO ""TECNOLOGICO""",1A. CALLE CENTRO HISTORICO ZONA 1,54415897.0,ROSA SALQUIL SOLVAL,MARVIN REYNALDO JERÉZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-09-0023-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,"INSTITUTO PARTICULAR MIXTO ""TECNOLOGICO""",1A. CALLE CENTRO HISTORICO ZONA 1,54415857.0,ROSA SALQUIL SOLVAL,MARVIN REYNALDO JERÉZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-09-2104-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,INSTITUTO DIVERSIFICADO POR COOPERATIVA EDUCACION POR LA PAZ Y DESARROLLO COMUNITARIO,CALLE PRINCIPAL A UN COSTADO DEL CAMPO DE FUTBOL,58595571.0,ROSA SALQUIL SOLVAL,MARVYN SAÚL MINUEZA PÉREZ,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-09-2494-46,10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,INSTITUTO TECNICO INDUSTRIAL,SIN DIRECCION,,ROSA SALQUIL SOLVAL,DESCONOCIDO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0001-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""AMERICANO""",2DA. CALLE PROLONGACION,78704812.0,MAYNOR RENE SAQUIC ESPINOZA,CARLOS AUGUSTO OCHOA LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0002-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,CENTRO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,ALDEA LAS MARGARITAS DEL ROSARIO,77650630.0,MAYNOR RENE SAQUIC ESPINOZA,MAGDA PATRICIA TALE AVILA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-10-0025-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO,COLONIA SANTA FE,41230628.0,MAYNOR RENE SAQUIC ESPINOZA,WENDY MARÍA VALIENTE FARFÁN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0037-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO LICEO SAN ANTONIO,3A. CALLE Y 4A. AV. ZONA 1,78704779.0,MAYNOR RENE SAQUIC ESPINOZA,NATKIN ANIBAL REYES VIELMAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0038-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO LICEO SAN ANTONIO,3A. CALLE Y 4A. AV. ZONA 1,78704779.0,MAYNOR RENE SAQUIC ESPINOZA,NATKIN ANIBAL REYES VIELMAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-10-0046-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""AMERICANO""",2A. CALLE PROLONGACION,78704812.0,MAYNOR RENE SAQUIC ESPINOZA,CARLOS AUGUSTO OCHOA LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-10-0047-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""AMERICANO""",2A. CALLE PROLONGACION,78704899.0,MAYNOR RENE SAQUIC ESPINOZA,CARLOS AUGUSTO OCHOA LOPEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0050-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,LICEO DE COMPUTACION SIGLO 21,1A. CALLE Y 1A. AVENIDA 0-04,78705377.0,MAYNOR RENE SAQUIC ESPINOZA,EVELIN YOHANA HERNÁNDEZ LOPRETO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0055-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO EVANGELICO ""NUEVA JERUSALEN""",1A. AVENIDA 1A. CALLE 1-01 ZONA 1,54559058.0,MAYNOR RENE SAQUIC ESPINOZA,ALBA AMÉRICA RECINOS ARGUETA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0056-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""AMERICANO""",2DA. CALLE PROLONGACION,78704812.0,MAYNOR RENE SAQUIC ESPINOZA,CARLOS AUGUSTO OCHOA LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0068-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"COLEGIO CIENTIFICO TECNOLOGICO ""EINSTEIN""",4A. CALLE COLONIA BLANQUITA,56331047.0,MAYNOR RENE SAQUIC ESPINOZA,OSWALDO ALEJANDRO MASAYA RODAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0074-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,"LICEO DE COMPUTACION ""SIGLO 21""",1A. CALLE 1A. AVENIDA 0-04,78705377.0,MAYNOR RENE SAQUIC ESPINOZA,VERÓNICA DEL ROSARIO CANO RALDA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-10-0075-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,COLEGIO EVANGELICO NUEVA JERUSALEN,1A. AVENIDA 1A. CALLE 1-01 ZONA 1,78704245.0,MAYNOR RENE SAQUIC ESPINOZA,ALBA AMÉRICA RECINOS ARGUETA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
